"depth_chart_position","full_name","gsis_id","team","Total_touches","Total_HVT","total_fantasy_points","total_fantasy_points_exp","games","season","ppg","xppg","Touch_type","percentage","label_y","Rank"
"RB","Darrynton Evans","00-0036297","MIA",39,9,30,34.13,6,"2023",5,5.68833333333333,"HVT_perc",0.230769230769231,0.884615384615385,"Other"
"RB","Tank Bigsby","00-0038555","JAX",51,5,24.8,36.04,13,"2023",1.90769230769231,2.77230769230769,"TRAP",0.901960784313726,0.450980392156863,"Other"
"RB","Tank Bigsby","00-0038555","JAX",51,5,24.8,36.04,13,"2023",1.90769230769231,2.77230769230769,"HVT_perc",0.0980392156862745,0.950980392156863,"Other"
"RB","Nick Chubb","00-0034791","CLE",32,6,23.1,20.15,2,"2023",11.55,10.075,"TRAP",0.8125,0.40625,"Other"
"RB","Nick Chubb","00-0034791","CLE",32,6,23.1,20.15,2,"2023",11.55,10.075,"HVT_perc",0.1875,0.90625,"Other"
"RB","Kevin Harris","00-0037286","NE",19,3,21.3,11.73,4,"2023",5.325,2.9325,"TRAP",0.842105263157895,0.421052631578947,"Other"
"RB","Kevin Harris","00-0037286","NE",19,3,21.3,11.73,4,"2023",5.325,2.9325,"HVT_perc",0.157894736842105,0.921052631578947,"Other"
"RB","Trey Sermon","00-0036984","IND",38,3,20.3,26.81,8,"2023",2.5375,3.35125,"TRAP",0.921052631578947,0.460526315789474,"Other"
"RB","Trey Sermon","00-0036984","IND",38,3,20.3,26.81,8,"2023",2.5375,3.35125,"HVT_perc",0.0789473684210527,0.960526315789474,"Other"
"RB","Ronnie Rivers","00-0037557","LA",37,5,20.1,22.68,7,"2023",2.87142857142857,3.24,"TRAP",0.864864864864865,0.432432432432432,"Other"
"RB","Ronnie Rivers","00-0037557","LA",37,5,20.1,22.68,7,"2023",2.87142857142857,3.24,"HVT_perc",0.135135135135135,0.932432432432432,"Other"
"RB","Melvin Gordon","00-0032144","BAL",29,6,19.7,19.38,4,"2023",4.925,4.845,"TRAP",0.793103448275862,0.396551724137931,"Other"
"RB","Melvin Gordon","00-0032144","BAL",29,6,19.7,19.38,4,"2023",4.925,4.845,"HVT_perc",0.206896551724138,0.896551724137931,"Other"
"RB","Damien Harris","00-0035657","BUF",25,6,19,21.47,6,"2023",3.16666666666667,3.57833333333333,"TRAP",0.76,0.38,"Other"
"RB","Damien Harris","00-0035657","BUF",25,6,19,21.47,6,"2023",3.16666666666667,3.57833333333333,"HVT_perc",0.24,0.88,"Other"
"RB","Isaiah Spiller","00-0038045","LAC",43,8,19,27.93,9,"2023",2.11111111111111,3.10333333333333,"TRAP",0.813953488372093,0.406976744186047,"Other"
"RB","Isaiah Spiller","00-0038045","LAC",43,8,19,27.93,9,"2023",2.11111111111111,3.10333333333333,"HVT_perc",0.186046511627907,0.906976744186047,"Other"
"RB","Israel Abanikanda","00-0038389","NYJ",29,7,18.3,25.48,6,"2023",3.05,4.24666666666667,"TRAP",0.758620689655172,0.379310344827586,"Other"
"RB","Israel Abanikanda","00-0038389","NYJ",29,7,18.3,25.48,6,"2023",3.05,4.24666666666667,"HVT_perc",0.241379310344828,0.879310344827586,"Other"
"RB","Tyler Goodson","00-0037120","IND",19,7,18.1,23.09,6,"2023",3.01666666666667,3.84833333333333,"TRAP",0.631578947368421,0.315789473684211,"Other"
"RB","Tyler Goodson","00-0037120","IND",19,7,18.1,23.09,6,"2023",3.01666666666667,3.84833333333333,"HVT_perc",0.368421052631579,0.815789473684211,"Other"
"RB","Boston Scott","00-0034414","PHI",24,5,17.8,21.15,10,"2023",1.78,2.115,"TRAP",0.791666666666667,0.395833333333333,"Other"
"RB","Boston Scott","00-0034414","PHI",24,5,17.8,21.15,10,"2023",1.78,2.115,"HVT_perc",0.208333333333333,0.895833333333333,"Other"
"RB","Raheem Blackshear","00-0037429","CAR",20,6,17.1,16.7,8,"2023",2.1375,2.0875,"TRAP",0.7,0.35,"Other"
"RB","Raheem Blackshear","00-0037429","CAR",20,6,17.1,16.7,8,"2023",2.1375,2.0875,"HVT_perc",0.3,0.85,"Other"
"RB","Deuce Vaughn","00-0038622","DAL",30,8,15,23.69,6,"2023",2.5,3.94833333333333,"TRAP",0.733333333333333,0.366666666666667,"Other"
"RB","Deuce Vaughn","00-0038622","DAL",30,8,15,23.69,6,"2023",2.5,3.94833333333333,"HVT_perc",0.266666666666667,0.866666666666667,"Other"
"RB","Trayveon Williams","00-0035291","CIN",22,8,14.9,21.64,14,"2023",1.06428571428571,1.54571428571429,"TRAP",0.636363636363636,0.318181818181818,"Other"
"RB","Trayveon Williams","00-0035291","CIN",22,8,14.9,21.64,14,"2023",1.06428571428571,1.54571428571429,"HVT_perc",0.363636363636364,0.818181818181818,"Other"
"RB","Emanuel Wilson","00-0038797","GB",18,4,14.8,13.91,5,"2023",2.96,2.782,"TRAP",0.777777777777778,0.388888888888889,"Other"
"RB","Emanuel Wilson","00-0038797","GB",18,4,14.8,13.91,5,"2023",2.96,2.782,"HVT_perc",0.222222222222222,0.888888888888889,"Other"
"RB","Keaontay Ingram","00-0037299","KC",39,5,14,22.69,7,"2023",2,3.24142857142857,"TRAP",0.871794871794872,0.435897435897436,"Other"
"RB","Keaontay Ingram","00-0037299","KC",39,5,14,22.69,7,"2023",2,3.24142857142857,"HVT_perc",0.128205128205128,0.935897435897436,"Other"
"RB","La'Mical Perine","00-0036269","KC",25,5,14,19.74,2,"2023",7,9.87,"TRAP",0.8,0.4,"Other"
"RB","La'Mical Perine","00-0036269","KC",25,5,14,19.74,2,"2023",7,9.87,"HVT_perc",0.2,0.9,"Other"
"RB","Mike Boone","00-0034208","CAR",12,7,13.3,14.78,7,"2023",1.9,2.11142857142857,"TRAP",0.416666666666667,0.208333333333333,"Other"
"RB","Mike Boone","00-0034208","CAR",12,7,13.3,14.78,7,"2023",1.9,2.11142857142857,"HVT_perc",0.583333333333333,0.708333333333333,"Other"
"RB","Eric Gray","00-0038396","NYG",23,6,13,17.55,5,"2023",2.6,3.51,"TRAP",0.739130434782609,0.369565217391304,"Other"
"RB","Eric Gray","00-0038396","NYG",23,6,13,17.55,5,"2023",2.6,3.51,"HVT_perc",0.260869565217391,0.869565217391304,"Other"
"RB","Hunter Luepke","00-0038738","DAL",9,5,12.7,11.54,6,"2023",2.11666666666667,1.92333333333333,"TRAP",0.444444444444444,0.222222222222222,"Other"
"RB","Hunter Luepke","00-0038738","DAL",9,5,12.7,11.54,6,"2023",2.11666666666667,1.92333333333333,"HVT_perc",0.555555555555556,0.722222222222222,"Other"
"RB","DeeJay Dallas","00-0036425","SEA",16,6,12.2,16.39,10,"2023",1.22,1.639,"TRAP",0.625,0.3125,"Other"
"RB","DeeJay Dallas","00-0036425","SEA",16,6,12.2,16.39,10,"2023",1.22,1.639,"HVT_perc",0.375,0.8125,"Other"
"RB","J.K. Dobbins","00-0036158","BAL",10,3,11.7,11.22,1,"2023",11.7,11.22,"TRAP",0.7,0.35,"Other"
"RB","J.K. Dobbins","00-0036158","BAL",10,3,11.7,11.22,1,"2023",11.7,11.22,"HVT_perc",0.3,0.85,"Other"
"RB","Gary Brightwell","00-0036569","NYG",14,5,11.6,14.25,3,"2023",3.86666666666667,4.75,"TRAP",0.642857142857143,0.321428571428571,"Other"
"RB","Gary Brightwell","00-0036569","NYG",14,5,11.6,14.25,3,"2023",3.86666666666667,4.75,"HVT_perc",0.357142857142857,0.821428571428571,"Other"
"RB","Brandon Bolden","00-0029239","LV",4,2,11.1,3.95,3,"2023",3.7,1.31666666666667,"TRAP",0.5,0.25,"Other"
"RB","Brandon Bolden","00-0029239","LV",4,2,11.1,3.95,3,"2023",3.7,1.31666666666667,"HVT_perc",0.5,0.75,"Other"
"RB","Chris Brooks","00-0038685","MIA",19,2,10.6,8.62,3,"2023",3.53333333333333,2.87333333333333,"TRAP",0.894736842105263,0.447368421052632,"Other"
"RB","Chris Brooks","00-0038685","MIA",19,2,10.6,8.62,3,"2023",3.53333333333333,2.87333333333333,"HVT_perc",0.105263157894737,0.947368421052632,"Other"
"RB","Damien Williams","00-0030874","ARI",13,2,7.5,7.66,3,"2023",2.5,2.55333333333333,"TRAP",0.846153846153846,0.423076923076923,"Other"
"RB","Damien Williams","00-0030874","ARI",13,2,7.5,7.66,3,"2023",2.5,2.55333333333333,"HVT_perc",0.153846153846154,0.923076923076923,"Other"
"RB","Dare Ogunbowale","00-0033854","HOU",10,2,7.3,14.18,6,"2023",1.21666666666667,2.36333333333333,"TRAP",0.8,0.4,"Other"
"RB","Dare Ogunbowale","00-0033854","HOU",10,2,7.3,14.18,6,"2023",1.21666666666667,2.36333333333333,"HVT_perc",0.2,0.9,"Other"
"RB","Ke'Shawn Vaughn","00-0036450","NE",26,3,6.4,19.54,5,"2023",1.28,3.908,"TRAP",0.884615384615385,0.442307692307692,"Other"
"RB","Ke'Shawn Vaughn","00-0036450","NE",26,3,6.4,19.54,5,"2023",1.28,3.908,"HVT_perc",0.115384615384615,0.942307692307692,"Other"
"RB","Sean Tucker","00-0038951","TB",17,2,5.2,10.27,3,"2023",1.73333333333333,3.42333333333333,"TRAP",0.882352941176471,0.441176470588235,"Other"
"RB","Sean Tucker","00-0038951","TB",17,2,5.2,10.27,3,"2023",1.73333333333333,3.42333333333333,"HVT_perc",0.117647058823529,0.941176470588235,"Other"
"RB","Rashaad Penny","00-0034750","PHI",12,1,4.8,6.84,3,"2023",1.6,2.28,"TRAP",0.916666666666667,0.458333333333333,"Other"
"RB","Rashaad Penny","00-0034750","PHI",12,1,4.8,6.84,3,"2023",1.6,2.28,"HVT_perc",0.0833333333333334,0.958333333333333,"Other"
"RB","Alex Armah","00-0033296","WAS",3,3,4.3,4.74,3,"2023",1.43333333333333,1.58,"TRAP",0,0,"Other"
"RB","Alex Armah","00-0033296","WAS",3,3,4.3,4.74,3,"2023",1.43333333333333,1.58,"HVT_perc",1,0.5,"Other"
"RB","Jashaun Corbin","00-0037410","NYG",4,4,4.3,4.36,1,"2023",4.3,4.36,"TRAP",0,0,"Other"
"RB","Jashaun Corbin","00-0037410","NYG",4,4,4.3,4.36,1,"2023",4.3,4.36,"HVT_perc",1,0.5,"Other"
"RB","Leonard Fournette","00-0033856","BUF",12,2,4,8.91,2,"2023",2,4.455,"TRAP",0.833333333333333,0.416666666666667,"Other"
"RB","Leonard Fournette","00-0033856","BUF",12,2,4,8.91,2,"2023",2,4.455,"HVT_perc",0.166666666666667,0.916666666666667,"Other"
"RB","Deon Jackson","00-0036493","NYG",19,7,4,18.66,2,"2023",2,9.33,"TRAP",0.631578947368421,0.315789473684211,"Other"
"RB","Deon Jackson","00-0036493","NYG",19,7,4,18.66,2,"2023",2,9.33,"HVT_perc",0.368421052631579,0.815789473684211,"Other"
"RB","Elijah Dotson","00-0038862","LAC",6,2,3.9,4.97,1,"2023",3.9,4.97,"TRAP",0.666666666666667,0.333333333333333,"Other"
"RB","Elijah Dotson","00-0038862","LAC",6,2,3.9,4.97,1,"2023",3.9,4.97,"HVT_perc",0.333333333333333,0.833333333333333,"Other"
"RB","Jake Funk","00-0036860","DET",3,1,3.2,2.49,1,"2023",3.2,2.49,"TRAP",0.666666666666667,0.333333333333333,"Other"
"RB","Jake Funk","00-0036860","DET",3,1,3.2,2.49,1,"2023",3.2,2.49,"HVT_perc",0.333333333333333,0.833333333333333,"Other"
"RB","Kenyan Drake","00-0033118","GB",4,2,3.1,5.13,2,"2023",1.55,2.565,"TRAP",0.5,0.25,"Other"
"RB","Kenyan Drake","00-0033118","GB",4,2,3.1,5.13,2,"2023",1.55,2.565,"HVT_perc",0.5,0.75,"Other"
"RB","Anthony McFarland","00-0036336","PIT",2,2,3.1,2.93,1,"2023",3.1,2.93,"TRAP",0,0,"Other"
"RB","Anthony McFarland","00-0036336","PIT",2,2,3.1,2.93,1,"2023",3.1,2.93,"HVT_perc",1,0.5,"Other"
"RB","Bam Knight","00-0037157","DET",4,1,3.1,3.28,2,"2023",1.55,1.64,"TRAP",0.75,0.375,"Other"
"RB","Bam Knight","00-0037157","DET",4,1,3.1,3.28,2,"2023",1.55,1.64,"HVT_perc",0.25,0.875,"Other"
"RB","Derrick Gore","00-0035715","WAS",3,1,2.6,3.72,2,"2023",1.3,1.86,"TRAP",0.666666666666667,0.333333333333333,"Other"
"RB","Derrick Gore","00-0035715","WAS",3,1,2.6,3.72,2,"2023",1.3,1.86,"HVT_perc",0.333333333333333,0.833333333333333,"Other"
"RB","Devine Ozigbo","00-0035184","DET",4,1,2.3,3.05,1,"2023",2.3,3.05,"TRAP",0.75,0.375,"Other"
"RB","Devine Ozigbo","00-0035184","DET",4,1,2.3,3.05,1,"2023",2.3,3.05,"HVT_perc",0.25,0.875,"Other"
"RB","Chris Evans","00-0036857","CIN",3,1,2.1,2.58,1,"2023",2.1,2.58,"TRAP",0.666666666666667,0.333333333333333,"Other"
"RB","Chris Evans","00-0036857","CIN",3,1,2.1,2.58,1,"2023",2.1,2.58,"HVT_perc",0.333333333333333,0.833333333333333,"Other"
"RB","Tyrion Davis-Price","00-0037827","SF",6,0,2.1,2.61,1,"2023",2.1,2.61,"TRAP",1,0.5,"Other"
"RB","Tyrion Davis-Price","00-0037827","SF",6,0,2.1,2.61,1,"2023",2.1,2.61,"HVT_perc",0,1,"Other"
"RB","Zach Evans","00-0039136","LA",9,0,1.9,4.23,4,"2023",0.475,1.0575,"TRAP",1,0.5,"Other"
"RB","Zach Evans","00-0039136","LA",9,0,1.9,4.23,4,"2023",0.475,1.0575,"HVT_perc",0,1,"Other"
"RB","Evan Hull","00-0038397","IND",2,1,1.7,2.02,1,"2023",1.7,2.02,"TRAP",0.5,0.25,"Other"
"RB","Evan Hull","00-0038397","IND",2,1,1.7,2.02,1,"2023",1.7,2.02,"HVT_perc",0.5,0.75,"Other"
"RB","Kene Nwangwu","00-0036842","MIN",5,0,1.3,2.42,3,"2023",0.433333333333333,0.806666666666667,"TRAP",1,0.5,"Other"
"RB","Kene Nwangwu","00-0036842","MIN",5,0,1.3,2.42,3,"2023",0.433333333333333,0.806666666666667,"HVT_perc",0,1,"Other"
"RB","Jonathan Ward","00-0035924","TEN",3,0,1.1,1.58,1,"2023",1.1,1.58,"TRAP",1,0.5,"Other"
"RB","Jonathan Ward","00-0035924","TEN",3,0,1.1,1.58,1,"2023",1.1,1.58,"HVT_perc",0,1,"Other"
"RB","James Robinson","00-0035831","NO",2,1,1,2.04,1,"2023",1,2.04,"TRAP",0.5,0.25,"Other"
"RB","James Robinson","00-0035831","NO",2,1,1,2.04,1,"2023",1,2.04,"HVT_perc",0.5,0.75,"Other"
"RB","Jonathan Williams","00-0032975","WAS",1,0,-0.2,1.96,1,"2023",-0.2,1.96,"TRAP",1,0.5,"Other"
"RB","Jonathan Williams","00-0032975","WAS",1,0,-0.2,1.96,1,"2023",-0.2,1.96,"HVT_perc",0,1,"Other"
