season,week,posteam,game_id,player_id,season_player_id,full_name,position,pass_yards_gained,pass_touchdown,pass_interception,pass_two_point_conv,receptions,rec_attempt,rec_yards_gained,rec_touchdown,rec_fumble_lost,rec_two_point_conv,rush_attempt,rush_yards_gained,rush_touchdown,rush_two_point_conv,rush_fumble_lost,total_fantasy_points,half_ppg,round,pick
2024,,,,00-0039798,2024 00-0039798,Isaiah Davis,RB,,,,,,,,,,,,,,,,0,,5,173
2024,,,,00-0039798,2024 00-0039798,Isaiah Davis,RB,,,,,,,,,,,,,,,,0,,5,173
2023,,,,00-0038389,2023 00-0038389,Israel Abanikanda,RB,,,,,,,,,,,,,,,,0,,5,143
2023,,,,00-0038389,2023 00-0038389,Israel Abanikanda,RB,,,,,,,,,,,,,,,,0,,5,143
2023,,,,00-0038389,2023 00-0038389,Israel Abanikanda,RB,,,,,,,,,,,,,,,,0,,5,143
2023,,,,00-0038389,2023 00-0038389,Israel Abanikanda,RB,,,,,,,,,,,,,,,,0,,5,143
2023,,,,00-0038389,2023 00-0038389,Israel Abanikanda,RB,,,,,,,,,,,,,,,,0,,5,143
2023,,,,00-0038389,2023 00-0038389,Israel Abanikanda,RB,,,,,,,,,,,,,,,,0,,5,143
2023,,,,00-0038389,2023 00-0038389,Israel Abanikanda,RB,,,,,,,,,,,,,,,,0,,5,143
2023,,,,00-0038389,2023 00-0038389,Israel Abanikanda,RB,,,,,,,,,,,,,,,,0,,5,143
2023,,,,00-0038389,2023 00-0038389,Israel Abanikanda,RB,,,,,,,,,,,,,,,,0,,5,143
2023,,,,00-0038389,2023 00-0038389,Israel Abanikanda,RB,,,,,,,,,,,,,,,,0,,5,143
2020,,,,00-0036278,2020 00-0036278,Jason Huntley,RB,,,,,,,,,,,,,,,,0,,5,172
2020,,,,00-0036278,2020 00-0036278,Jason Huntley,RB,,,,,,,,,,,,,,,,0,,5,172
2020,,,,00-0036278,2020 00-0036278,Jason Huntley,RB,,,,,,,,,,,,,,,,0,,5,172
2020,,,,00-0036278,2020 00-0036278,Jason Huntley,RB,,,,,,,,,,,,,,,,0,,5,172
2020,,,,00-0036278,2020 00-0036278,Jason Huntley,RB,,,,,,,,,,,,,,,,0,,5,172
2020,,,,00-0036278,2020 00-0036278,Jason Huntley,RB,,,,,,,,,,,,,,,,0,,5,172
2020,,,,00-0036278,2020 00-0036278,Jason Huntley,RB,,,,,,,,,,,,,,,,0,,5,172
2020,,,,00-0036278,2020 00-0036278,Jason Huntley,RB,,,,,,,,,,,,,,,,0,,5,172
2020,,,,00-0036278,2020 00-0036278,Jason Huntley,RB,,,,,,,,,,,,,,,,0,,5,172
2020,,,,00-0036278,2020 00-0036278,Jason Huntley,RB,,,,,,,,,,,,,,,,0,,5,172
2020,,,,00-0036278,2020 00-0036278,Jason Huntley,RB,,,,,,,,,,,,,,,,0,,5,172
2020,,,,00-0036278,2020 00-0036278,Jason Huntley,RB,,,,,,,,,,,,,,,,0,,5,172
2020,,,,00-0036278,2020 00-0036278,Jason Huntley,RB,,,,,,,,,,,,,,,,0,,5,172
2017,,,,00-0033955,2017 00-0033955,Jeremy McNichols,RB,,,,,,,,,,,,,,,,0,,5,162
2017,,,,00-0033955,2017 00-0033955,Jeremy McNichols,RB,,,,,,,,,,,,,,,,0,,5,162
2017,,,,00-0033955,2017 00-0033955,Jeremy McNichols,RB,,,,,,,,,,,,,,,,0,,5,162
2017,,,,00-0033955,2017 00-0033955,Jeremy McNichols,RB,,,,,,,,,,,,,,,,0,,5,162
2017,,,,00-0033955,2017 00-0033955,Jeremy McNichols,RB,,,,,,,,,,,,,,,,0,,5,162
2017,,,,00-0033955,2017 00-0033955,Jeremy McNichols,RB,,,,,,,,,,,,,,,,0,,5,162
2017,,,,00-0033955,2017 00-0033955,Jeremy McNichols,RB,,,,,,,,,,,,,,,,0,,5,162
2017,,,,00-0033955,2017 00-0033955,Jeremy McNichols,RB,,,,,,,,,,,,,,,,0,,5,162
2017,,,,00-0033955,2017 00-0033955,Jeremy McNichols,RB,,,,,,,,,,,,,,,,0,,5,162
2017,,,,00-0033955,2017 00-0033955,Jeremy McNichols,RB,,,,,,,,,,,,,,,,0,,5,162
2017,,,,00-0033955,2017 00-0033955,Jeremy McNichols,RB,,,,,,,,,,,,,,,,0,,5,162
2017,,,,00-0033955,2017 00-0033955,Jeremy McNichols,RB,,,,,,,,,,,,,,,,0,,5,162
2017,,,,00-0033955,2017 00-0033955,Jeremy McNichols,RB,,,,,,,,,,,,,,,,0,,5,162
2017,,,,00-0033955,2017 00-0033955,Jeremy McNichols,RB,,,,,,,,,,,,,,,,0,,5,162
2017,,,,00-0033955,2017 00-0033955,Jeremy McNichols,RB,,,,,,,,,,,,,,,,0,,5,162
2017,,,,00-0033955,2017 00-0033955,Jeremy McNichols,RB,,,,,,,,,,,,,,,,0,,5,162
2022,,,,00-0037267,2022 00-0037267,Jerome Ford,RB,,,,,,,,,,,,,,,,0,,5,156
2022,,,,00-0037267,2022 00-0037267,Jerome Ford,RB,,,,,,,,,,,,,,,,0,,5,156
2022,,,,00-0037267,2022 00-0037267,Jerome Ford,RB,,,,,,,,,,,,,,,,0,,5,156
2022,,,,00-0037267,2022 00-0037267,Jerome Ford,RB,,,,,,,,,,,,,,,,0,,5,156
2022,,,,00-0037267,2022 00-0037267,Jerome Ford,RB,,,,,,,,,,,,,,,,0,,5,156
2022,,,,00-0037267,2022 00-0037267,Jerome Ford,RB,,,,,,,,,,,,,,,,0,,5,156
2022,,,,00-0037267,2022 00-0037267,Jerome Ford,RB,,,,,,,,,,,,,,,,0,,5,156
2022,,,,00-0037267,2022 00-0037267,Jerome Ford,RB,,,,,,,,,,,,,,,,0,,5,156
2022,,,,00-0037267,2022 00-0037267,Jerome Ford,RB,,,,,,,,,,,,,,,,0,,5,156
2022,,,,00-0037267,2022 00-0037267,Jerome Ford,RB,,,,,,,,,,,,,,,,0,,5,156
2022,,,,00-0037267,2022 00-0037267,Jerome Ford,RB,,,,,,,,,,,,,,,,0,,5,156
2022,,,,00-0037267,2022 00-0037267,Jerome Ford,RB,,,,,,,,,,,,,,,,0,,5,156
2022,,,,00-0037267,2022 00-0037267,Jerome Ford,RB,,,,,,,,,,,,,,,,0,,5,156
2022,,,,00-0037267,2022 00-0037267,Jerome Ford,RB,,,,,,,,,,,,,,,,0,,5,156
2022,,,,00-0037267,2022 00-0037267,Jerome Ford,RB,,,,,,,,,,,,,,,,0,,5,156
2018,,,,00-0034808,2018 00-0034808,John Kelly,RB,,,,,,,,,,,,,,,,0,,6,176
2018,,,,00-0034808,2018 00-0034808,John Kelly,RB,,,,,,,,,,,,,,,,0,,6,176
2018,,,,00-0034808,2018 00-0034808,John Kelly,RB,,,,,,,,,,,,,,,,0,,6,176
2018,,,,00-0034808,2018 00-0034808,John Kelly,RB,,,,,,,,,,,,,,,,0,,6,176
2018,,,,00-0034808,2018 00-0034808,John Kelly,RB,,,,,,,,,,,,,,,,0,,6,176
2018,,,,00-0034808,2018 00-0034808,John Kelly,RB,,,,,,,,,,,,,,,,0,,6,176
2018,,,,00-0034808,2018 00-0034808,John Kelly,RB,,,,,,,,,,,,,,,,0,,6,176
2018,,,,00-0034808,2018 00-0034808,John Kelly,RB,,,,,,,,,,,,,,,,0,,6,176
2018,,,,00-0034808,2018 00-0034808,John Kelly,RB,,,,,,,,,,,,,,,,0,,6,176
2018,,,,00-0034808,2018 00-0034808,John Kelly,RB,,,,,,,,,,,,,,,,0,,6,176
2018,,,,00-0034808,2018 00-0034808,John Kelly,RB,,,,,,,,,,,,,,,,0,,6,176
2018,,,,00-0034808,2018 00-0034808,John Kelly,RB,,,,,,,,,,,,,,,,0,,6,176
2018,,,,00-0034808,2018 00-0034808,John Kelly,RB,,,,,,,,,,,,,,,,0,,6,176
2016,,,,00-0032975,2016 00-0032975,Jonathan Williams,RB,,,,,,,,,,,,,,,,0,,5,156
2016,,,,00-0032975,2016 00-0032975,Jonathan Williams,RB,,,,,,,,,,,,,,,,0,,5,156
2016,,,,00-0032975,2016 00-0032975,Jonathan Williams,RB,,,,,,,,,,,,,,,,0,,5,156
2016,,,,00-0032975,2016 00-0032975,Jonathan Williams,RB,,,,,,,,,,,,,,,,0,,5,156
2016,,,,00-0032975,2016 00-0032975,Jonathan Williams,RB,,,,,,,,,,,,,,,,0,,5,156
2016,,,,00-0032975,2016 00-0032975,Jonathan Williams,RB,,,,,,,,,,,,,,,,0,,5,156
2016,,,,00-0032975,2016 00-0032975,Jonathan Williams,RB,,,,,,,,,,,,,,,,0,,5,156
2016,,,,00-0032975,2016 00-0032975,Jonathan Williams,RB,,,,,,,,,,,,,,,,0,,5,156
2016,,,,00-0032975,2016 00-0032975,Jonathan Williams,RB,,,,,,,,,,,,,,,,0,,5,156
2016,,,,00-0032780,2016 00-0032780,Jordan Howard,RB,,,,,,,,,,,,,,,,0,,5,150
2019,,,,00-0035275,2019 00-0035275,Jordan Scarlett,RB,,,,,,,,,,,,,,,,0,,5,154
2019,,,,00-0035275,2019 00-0035275,Jordan Scarlett,RB,,,,,,,,,,,,,,,,0,,5,154
2019,,,,00-0035275,2019 00-0035275,Jordan Scarlett,RB,,,,,,,,,,,,,,,,0,,5,154
2019,,,,00-0035275,2019 00-0035275,Jordan Scarlett,RB,,,,,,,,,,,,,,,,0,,5,154
2019,,,,00-0035275,2019 00-0035275,Jordan Scarlett,RB,,,,,,,,,,,,,,,,0,,5,154
2019,,,,00-0035275,2019 00-0035275,Jordan Scarlett,RB,,,,,,,,,,,,,,,,0,,5,154
2019,,,,00-0035275,2019 00-0035275,Jordan Scarlett,RB,,,,,,,,,,,,,,,,0,,5,154
2019,,,,00-0035275,2019 00-0035275,Jordan Scarlett,RB,,,,,,,,,,,,,,,,0,,5,154
2019,,,,00-0035275,2019 00-0035275,Jordan Scarlett,RB,,,,,,,,,,,,,,,,0,,5,154
2019,,,,00-0035275,2019 00-0035275,Jordan Scarlett,RB,,,,,,,,,,,,,,,,0,,5,154
2018,,,,00-0034400,2018 00-0034400,Jordan Wilkins,RB,,,,,,,,,,,,,,,,0,,5,169
2018,,,,00-0034400,2018 00-0034400,Jordan Wilkins,RB,,,,,,,,,,,,,,,,0,,5,169
2018,,,,00-0034400,2018 00-0034400,Jordan Wilkins,RB,,,,,,,,,,,,,,,,0,,5,169
2024,,,,00-0039385,2024 00-0039385,Keilan Robinson,RB,,,,,,,,,,,,,,,,0,,5,167
2024,,,,00-0039385,2024 00-0039385,Keilan Robinson,RB,,,,,,,,,,,,,,,,0,,5,167
2024,,,,00-0039385,2024 00-0039385,Keilan Robinson,RB,,,,,,,,,,,,,,,,0,,5,167
2024,,,,00-0039385,2024 00-0039385,Keilan Robinson,RB,,,,,,,,,,,,,,,,0,,5,167
2024,,,,00-0039385,2024 00-0039385,Keilan Robinson,RB,,,,,,,,,,,,,,,,0,,5,167
2024,,,,00-0039385,2024 00-0039385,Keilan Robinson,RB,,,,,,,,,,,,,,,,0,,5,167
2024,,,,00-0039385,2024 00-0039385,Keilan Robinson,RB,,,,,,,,,,,,,,,,0,,5,167
2024,,,,00-0039385,2024 00-0039385,Keilan Robinson,RB,,,,,,,,,,,,,,,,0,,5,167
2024,,,,00-0039385,2024 00-0039385,Keilan Robinson,RB,,,,,,,,,,,,,,,,0,,5,167
2024,,,,00-0039385,2024 00-0039385,Keilan Robinson,RB,,,,,,,,,,,,,,,,0,,5,167
2024,,,,00-0039385,2024 00-0039385,Keilan Robinson,RB,,,,,,,,,,,,,,,,0,,5,167
2024,,,,00-0039385,2024 00-0039385,Keilan Robinson,RB,,,,,,,,,,,,,,,,0,,5,167
2024,,,,00-0039385,2024 00-0039385,Keilan Robinson,RB,,,,,,,,,,,,,,,,0,,5,167
2024,,,,00-0039385,2024 00-0039385,Keilan Robinson,RB,,,,,,,,,,,,,,,,0,,5,167
2022,,,,00-0037840,2022 00-0037840,Kyren Williams,RB,,,,,,,,,,,,,,,,0,,5,164
2022,,,,00-0037840,2022 00-0037840,Kyren Williams,RB,,,,,,,,,,,,,,,,0,,5,164
2022,,,,00-0037840,2022 00-0037840,Kyren Williams,RB,,,,,,,,,,,,,,,,0,,5,164
2022,,,,00-0037840,2022 00-0037840,Kyren Williams,RB,,,,,,,,,,,,,,,,0,,5,164
2022,,,,00-0037840,2022 00-0037840,Kyren Williams,RB,,,,,,,,,,,,,,,,0,,5,164
2022,,,,00-0037840,2022 00-0037840,Kyren Williams,RB,,,,,,,,,,,,,,,,0,,5,164
2022,,,,00-0037840,2022 00-0037840,Kyren Williams,RB,,,,,,,,,,,,,,,,0,,5,164
2022,,,,00-0037840,2022 00-0037840,Kyren Williams,RB,,,,,,,,,,,,,,,,0,,5,164
2022,,,,00-0037840,2022 00-0037840,Kyren Williams,RB,,,,,,,,,,,,,,,,0,,5,164
2016,,,,00-0032417,2016 00-0032417,Paul Perkins,RB,,,,,,,,,,,,,,,,0,,5,149
2016,,,,00-0032417,2016 00-0032417,Paul Perkins,RB,,,,,,,,,,,,,,,,0,,5,149
2016,,,,00-0032417,2016 00-0032417,Paul Perkins,RB,,,,,,,,,,,,,,,,0,,5,149
2019,,,,00-0035273,2019 00-0035273,Qadree Ollison,RB,,,,,,,,,,,,,,,,0,,5,152
2019,,,,00-0035273,2019 00-0035273,Qadree Ollison,RB,,,,,,,,,,,,,,,,0,,5,152
2019,,,,00-0035273,2019 00-0035273,Qadree Ollison,RB,,,,,,,,,,,,,,,,0,,5,152
2019,,,,00-0035273,2019 00-0035273,Qadree Ollison,RB,,,,,,,,,,,,,,,,0,,5,152
2019,,,,00-0035273,2019 00-0035273,Qadree Ollison,RB,,,,,,,,,,,,,,,,0,,5,152
2019,,,,00-0035273,2019 00-0035273,Qadree Ollison,RB,,,,,,,,,,,,,,,,0,,5,152
2019,,,,00-0035273,2019 00-0035273,Qadree Ollison,RB,,,,,,,,,,,,,,,,0,,5,152
2019,,,,00-0035273,2019 00-0035273,Qadree Ollison,RB,,,,,,,,,,,,,,,,0,,5,152
2019,,,,00-0035273,2019 00-0035273,Qadree Ollison,RB,,,,,,,,,,,,,,,,0,,5,152
2019,,,,00-0035273,2019 00-0035273,Qadree Ollison,RB,,,,,,,,,,,,,,,,0,,5,152
2024,,,,00-0039796,2024 00-0039796,Rasheen Ali,RB,,,,,,,,,,,,,,,,0,,5,165
2024,,,,00-0039796,2024 00-0039796,Rasheen Ali,RB,,,,,,,,,,,,,,,,0,,5,165
2024,,,,00-0039796,2024 00-0039796,Rasheen Ali,RB,,,,,,,,,,,,,,,,0,,5,165
2024,,,,00-0039796,2024 00-0039796,Rasheen Ali,RB,,,,,,,,,,,,,,,,0,,5,165
2024,,,,00-0039796,2024 00-0039796,Rasheen Ali,RB,,,,,,,,,,,,,,,,0,,5,165
2024,,,,00-0039796,2024 00-0039796,Rasheen Ali,RB,,,,,,,,,,,,,,,,0,,5,165
2024,,,,00-0039796,2024 00-0039796,Rasheen Ali,RB,,,,,,,,,,,,,,,,0,,5,165
2019,,,,00-0035268,2019 00-0035268,Ryquell Armstead,RB,,,,,,,,,,,,,,,,0,,5,140
2019,,,,00-0035268,2019 00-0035268,Ryquell Armstead,RB,,,,,,,,,,,,,,,,0,,5,140
2022,,,,00-0037265,2022 00-0037265,Snoop Conner,RB,,,,,,,,,,,,,,,,0,,5,154
2022,,,,00-0037265,2022 00-0037265,Snoop Conner,RB,,,,,,,,,,,,,,,,0,,5,154
2022,,,,00-0037265,2022 00-0037265,Snoop Conner,RB,,,,,,,,,,,,,,,,0,,5,154
2022,,,,00-0037265,2022 00-0037265,Snoop Conner,RB,,,,,,,,,,,,,,,,0,,5,154
2022,,,,00-0037265,2022 00-0037265,Snoop Conner,RB,,,,,,,,,,,,,,,,0,,5,154
2022,,,,00-0037265,2022 00-0037265,Snoop Conner,RB,,,,,,,,,,,,,,,,0,,5,154
2022,,,,00-0037265,2022 00-0037265,Snoop Conner,RB,,,,,,,,,,,,,,,,0,,5,154
2022,,,,00-0037265,2022 00-0037265,Snoop Conner,RB,,,,,,,,,,,,,,,,0,,5,154
2022,,,,00-0037265,2022 00-0037265,Snoop Conner,RB,,,,,,,,,,,,,,,,0,,5,154
2022,,,,00-0037265,2022 00-0037265,Snoop Conner,RB,,,,,,,,,,,,,,,,0,,5,154
2022,,,,00-0037265,2022 00-0037265,Snoop Conner,RB,,,,,,,,,,,,,,,,0,,5,154
2022,,,,00-0037265,2022 00-0037265,Snoop Conner,RB,,,,,,,,,,,,,,,,0,,5,154
2018,,,,00-0033789,2018 00-0033789,T.J. Logan,RB,,,,,,,,,,,,,,,,0,,5,179
2018,,,,00-0033789,2018 00-0033789,T.J. Logan,RB,,,,,,,,,,,,,,,,0,,5,179
2018,,,,00-0033789,2018 00-0033789,T.J. Logan,RB,,,,,,,,,,,,,,,,0,,5,179
2018,,,,00-0033789,2018 00-0033789,T.J. Logan,RB,,,,,,,,,,,,,,,,0,,5,179
2018,,,,00-0033789,2018 00-0033789,T.J. Logan,RB,,,,,,,,,,,,,,,,0,,5,179
2018,,,,00-0033789,2018 00-0033789,T.J. Logan,RB,,,,,,,,,,,,,,,,0,,5,179
2018,,,,00-0033789,2018 00-0033789,T.J. Logan,RB,,,,,,,,,,,,,,,,0,,5,179
2018,,,,00-0033789,2018 00-0033789,T.J. Logan,RB,,,,,,,,,,,,,,,,0,,5,179
2018,,,,00-0033789,2018 00-0033789,T.J. Logan,RB,,,,,,,,,,,,,,,,0,,5,179
2018,,,,00-0033789,2018 00-0033789,T.J. Logan,RB,,,,,,,,,,,,,,,,0,,5,179
2018,,,,00-0033789,2018 00-0033789,T.J. Logan,RB,,,,,,,,,,,,,,,,0,,5,179
2018,,,,00-0033789,2018 00-0033789,T.J. Logan,RB,,,,,,,,,,,,,,,,0,,5,179
2022,,,,00-0037276,2022 00-0037276,Ty Chandler,RB,,,,,,,,,,,,,,,,0,,5,169
2022,,,,00-0037276,2022 00-0037276,Ty Chandler,RB,,,,,,,,,,,,,,,,0,,5,169
2022,,,,00-0037276,2022 00-0037276,Ty Chandler,RB,,,,,,,,,,,,,,,,0,,5,169
2022,,,,00-0037276,2022 00-0037276,Ty Chandler,RB,,,,,,,,,,,,,,,,0,,5,169
2022,,,,00-0037276,2022 00-0037276,Ty Chandler,RB,,,,,,,,,,,,,,,,0,,5,169
2022,,,,00-0037276,2022 00-0037276,Ty Chandler,RB,,,,,,,,,,,,,,,,0,,5,169
2022,,,,00-0037276,2022 00-0037276,Ty Chandler,RB,,,,,,,,,,,,,,,,0,,5,169
2022,,,,00-0037276,2022 00-0037276,Ty Chandler,RB,,,,,,,,,,,,,,,,0,,5,169
2022,,,,00-0037276,2022 00-0037276,Ty Chandler,RB,,,,,,,,,,,,,,,,0,,5,169
2022,,,,00-0037276,2022 00-0037276,Ty Chandler,RB,,,,,,,,,,,,,,,,0,,5,169
2022,,,,00-0037276,2022 00-0037276,Ty Chandler,RB,,,,,,,,,,,,,,,,0,,5,169
2022,,,,00-0037276,2022 00-0037276,Ty Chandler,RB,,,,,,,,,,,,,,,,0,,5,169
2022,,,,00-0037263,2022 00-0037263,Tyler Allgeier,RB,,,,,,,,,,,,,,,,0,,5,151
2017,,,,00-0033950,2017 00-0033950,Wayne Gallman,RB,,,,,,,,,,,,,,,,0,,4,140
2017,,,,00-0033950,2017 00-0033950,Wayne Gallman,RB,,,,,,,,,,,,,,,,0,,4,140
2017,,,,00-0033950,2017 00-0033950,Wayne Gallman,RB,,,,,,,,,,,,,,,,0,,4,140
2016,,,,00-0032782,2016 00-0032782,Wendell Smallwood,RB,,,,,,,,,,,,,,,,0,,5,153
2017,,,,00-0033293,2017 00-0033293,Aaron Jones,RB,,,,,,,,,,,,,,,,0,,5,182
2017,,,,00-0033293,2017 00-0033293,Aaron Jones,RB,,,,,,,,,,,,,,,,0,,5,182
2017,,,,00-0033293,2017 00-0033293,Aaron Jones,RB,,,,,,,,,,,,,,,,0,,5,182
2019,,,,00-0034432,2019 00-0034432,Bo Scarbrough,RB,,,,,,,,,,,,,,,,0,,7,236
2019,,,,00-0034432,2019 00-0034432,Bo Scarbrough,RB,,,,,,,,,,,,,,,,0,,7,236
2019,,,,00-0034432,2019 00-0034432,Bo Scarbrough,RB,,,,,,,,,,,,,,,,0,,7,236
2019,,,,00-0034432,2019 00-0034432,Bo Scarbrough,RB,,,,,,,,,,,,,,,,0,,7,236
2019,,,,00-0034432,2019 00-0034432,Bo Scarbrough,RB,,,,,,,,,,,,,,,,0,,7,236
2019,,,,00-0034432,2019 00-0034432,Bo Scarbrough,RB,,,,,,,,,,,,,,,,0,,7,236
2019,,,,00-0034432,2019 00-0034432,Bo Scarbrough,RB,,,,,,,,,,,,,,,,0,,7,236
2019,,,,00-0034432,2019 00-0034432,Bo Scarbrough,RB,,,,,,,,,,,,,,,,0,,7,236
2019,,,,00-0034432,2019 00-0034432,Bo Scarbrough,RB,,,,,,,,,,,,,,,,0,,7,236
2018,,,,00-0034414,2018 00-0034414,Boston Scott,RB,,,,,,,,,,,,,,,,0,,6,201
2018,,,,00-0034414,2018 00-0034414,Boston Scott,RB,,,,,,,,,,,,,,,,0,,6,201
2018,,,,00-0034414,2018 00-0034414,Boston Scott,RB,,,,,,,,,,,,,,,,0,,6,201
2018,,,,00-0034414,2018 00-0034414,Boston Scott,RB,,,,,,,,,,,,,,,,0,,6,201
2018,,,,00-0034414,2018 00-0034414,Boston Scott,RB,,,,,,,,,,,,,,,,0,,6,201
2018,,,,00-0034414,2018 00-0034414,Boston Scott,RB,,,,,,,,,,,,,,,,0,,6,201
2018,,,,00-0034414,2018 00-0034414,Boston Scott,RB,,,,,,,,,,,,,,,,0,,6,201
2018,,,,00-0034414,2018 00-0034414,Boston Scott,RB,,,,,,,,,,,,,,,,0,,6,201
2018,,,,00-0034414,2018 00-0034414,Boston Scott,RB,,,,,,,,,,,,,,,,0,,6,201
2018,,,,00-0034414,2018 00-0034414,Boston Scott,RB,,,,,,,,,,,,,,,,0,,6,201
2018,,,,00-0034414,2018 00-0034414,Boston Scott,RB,,,,,,,,,,,,,,,,0,,6,201
2018,,,,00-0034414,2018 00-0034414,Boston Scott,RB,,,,,,,,,,,,,,,,0,,6,201
2018,,,,00-0034414,2018 00-0034414,Boston Scott,RB,,,,,,,,,,,,,,,,0,,6,201
2018,,,,00-0034414,2018 00-0034414,Boston Scott,RB,,,,,,,,,,,,,,,,0,,6,201
2018,,,,00-0034414,2018 00-0034414,Boston Scott,RB,,,,,,,,,,,,,,,,0,,6,201
2018,,,,00-0034414,2018 00-0034414,Boston Scott,RB,,,,,,,,,,,,,,,,0,,6,201
2022,,,,00-0037329,2022 00-0037329,Brittain Brown,RB,,,,,,,,,,,,,,,,0,,7,250
2022,,,,00-0037329,2022 00-0037329,Brittain Brown,RB,,,,,,,,,,,,,,,,0,,7,250
2022,,,,00-0037329,2022 00-0037329,Brittain Brown,RB,,,,,,,,,,,,,,,,0,,7,250
2022,,,,00-0037329,2022 00-0037329,Brittain Brown,RB,,,,,,,,,,,,,,,,0,,7,250
2022,,,,00-0037329,2022 00-0037329,Brittain Brown,RB,,,,,,,,,,,,,,,,0,,7,250
2022,,,,00-0037329,2022 00-0037329,Brittain Brown,RB,,,,,,,,,,,,,,,,0,,7,250
2022,,,,00-0037329,2022 00-0037329,Brittain Brown,RB,,,,,,,,,,,,,,,,0,,7,250
2022,,,,00-0037329,2022 00-0037329,Brittain Brown,RB,,,,,,,,,,,,,,,,0,,7,250
2022,,,,00-0037329,2022 00-0037329,Brittain Brown,RB,,,,,,,,,,,,,,,,0,,7,250
2022,,,,00-0037329,2022 00-0037329,Brittain Brown,RB,,,,,,,,,,,,,,,,0,,7,250
2022,,,,00-0037329,2022 00-0037329,Brittain Brown,RB,,,,,,,,,,,,,,,,0,,7,250
2022,,,,00-0037329,2022 00-0037329,Brittain Brown,RB,,,,,,,,,,,,,,,,0,,7,250
2022,,,,00-0037329,2022 00-0037329,Brittain Brown,RB,,,,,,,,,,,,,,,,0,,7,250
2022,,,,00-0037329,2022 00-0037329,Brittain Brown,RB,,,,,,,,,,,,,,,,0,,7,250
2022,,,,00-0037329,2022 00-0037329,Brittain Brown,RB,,,,,,,,,,,,,,,,0,,7,250
2022,,,,00-0037329,2022 00-0037329,Brittain Brown,RB,,,,,,,,,,,,,,,,0,,7,250
2019,,,,00-0035310,2019 00-0035310,Chandler Cox,RB,,,,,,,,,,,,,,,,0,,7,233
2019,,,,00-0035310,2019 00-0035310,Chandler Cox,RB,,,,,,,,,,,,,,,,0,,7,233
2019,,,,00-0035310,2019 00-0035310,Chandler Cox,RB,,,,,,,,,,,,,,,,0,,7,233
2019,,,,00-0035310,2019 00-0035310,Chandler Cox,RB,,,,,,,,,,,,,,,,0,,7,233
2019,,,,00-0035310,2019 00-0035310,Chandler Cox,RB,,,,,,,,,,,,,,,,0,,7,233
2019,,,,00-0035310,2019 00-0035310,Chandler Cox,RB,,,,,,,,,,,,,,,,0,,7,233
2019,,,,00-0035310,2019 00-0035310,Chandler Cox,RB,,,,,,,,,,,,,,,,0,,7,233
2019,,,,00-0035310,2019 00-0035310,Chandler Cox,RB,,,,,,,,,,,,,,,,0,,7,233
2019,,,,00-0035310,2019 00-0035310,Chandler Cox,RB,,,,,,,,,,,,,,,,0,,7,233
2019,,,,00-0035310,2019 00-0035310,Chandler Cox,RB,,,,,,,,,,,,,,,,0,,7,233
2019,,,,00-0035310,2019 00-0035310,Chandler Cox,RB,,,,,,,,,,,,,,,,0,,7,233
2019,,,,00-0035310,2019 00-0035310,Chandler Cox,RB,,,,,,,,,,,,,,,,0,,7,233
2019,,,,00-0035310,2019 00-0035310,Chandler Cox,RB,,,,,,,,,,,,,,,,0,,7,233
2019,,,,00-0035310,2019 00-0035310,Chandler Cox,RB,,,,,,,,,,,,,,,,0,,7,233
2019,,,,00-0035310,2019 00-0035310,Chandler Cox,RB,,,,,,,,,,,,,,,,0,,7,233
2019,,,,00-0035310,2019 00-0035310,Chandler Cox,RB,,,,,,,,,,,,,,,,0,,7,233
2021,,,,00-0036857,2021 00-0036857,Chris Evans,RB,,,,,,,,,,,,,,,,0,,6,202
2021,,,,00-0036857,2021 00-0036857,Chris Evans,RB,,,,,,,,,,,,,,,,0,,6,202
2021,,,,00-0036857,2021 00-0036857,Chris Evans,RB,,,,,,,,,,,,,,,,0,,6,202
2021,,,,00-0036857,2021 00-0036857,Chris Evans,RB,,,,,,,,,,,,,,,,0,,6,202
2021,,,,00-0036857,2021 00-0036857,Chris Evans,RB,,,,,,,,,,,,,,,,0,,6,202
2021,,,,00-0036857,2021 00-0036857,Chris Evans,RB,,,,,,,,,,,,,,,,0,,6,202
2021,,,,00-0036857,2021 00-0036857,Chris Evans,RB,,,,,,,,,,,,,,,,0,,6,202
2021,,,,00-0036857,2021 00-0036857,Chris Evans,RB,,,,,,,,,,,,,,,,0,,6,202
2023,,,,00-0038611,2023 00-0038611,Chris Rodriguez,RB,,,,,,,,,,,,,,,,0,,6,193
2023,,,,00-0038611,2023 00-0038611,Chris Rodriguez,RB,,,,,,,,,,,,,,,,0,,6,193
2023,,,,00-0038611,2023 00-0038611,Chris Rodriguez,RB,,,,,,,,,,,,,,,,0,,6,193
2023,,,,00-0038611,2023 00-0038611,Chris Rodriguez,RB,,,,,,,,,,,,,,,,0,,6,193
2023,,,,00-0038611,2023 00-0038611,Chris Rodriguez,RB,,,,,,,,,,,,,,,,0,,6,193
2023,,,,00-0038611,2023 00-0038611,Chris Rodriguez,RB,,,,,,,,,,,,,,,,0,,6,193
2023,,,,00-0038611,2023 00-0038611,Chris Rodriguez,RB,,,,,,,,,,,,,,,,0,,6,193
